student_id,subject_id,grade
192631,4CCNA,73.0
192631,4DATA,65.0
192631,4DOKR,44.0
192631,4GDPR,42.0
192631,4KUBE,60.0
192631,4PENE,58.0
192631,4VIRT,73.0
192631,4CHGM,52.0
192631,4DVOP,91.0
192631,4MLSP,73.0
615267,4ARCH,46.0
615267,4CCNA,81.0
615267,4DATA,50.0
615267,4DOKR,42.0
615267,4GDPR,75.0
615267,4KUBE,56.0
615267,4PENE,76.0
615267,4VIRT,79.0
615267,4CHGM,80.0
615267,4DVOP,57.0
615267,4MLSP,73.0
315932,4ARCH,43.0
315932,4CCNA,70.0
315932,4DATA,58.0
315932,4DOKR,74.0
315932,4GDPR,49.0
315932,4KUBE,46.0
315932,4PENE,63.0
315932,4VIRT,50.0
315932,4CHGM,68.0
315932,4DVOP,58.0
315932,4MLSP,76.0
465513,4ARCH,54.0
465513,4CCNA,50.0
465513,4DATA,52.0
465513,4DOKR,61.0
465513,4GDPR,45.0
465513,4KUBE,56.0
465513,4PENE,83.0
465513,4VIRT,46.0
465513,4CHGM,50.0
465513,4DVOP,50.0
465513,4MLSP,60.0
240366,4ARCH,94.0
240366,4CCNA,56.0
240366,4DATA,46.0
240366,4DOKR,68.0
240366,4GDPR,69.0
240366,4KUBE,73.0
240366,4PENE,65.0
240366,4VIRT,67.0
240366,4CHGM,86.0
240366,4DVOP,37.0
240366,4MLSP,47.0
388728,4ARCH,72.0
388728,4CCNA,54.0
388728,4DATA,63.0
388728,4DOKR,88.0
388728,4GDPR,69.0
388728,4KUBE,55.0
388728,4PENE,60.0
388728,4VIRT,53.0
388728,4CHGM,46.0
388728,4DVOP,70.0
388728,4MLSP,49.0
715190,4ARCH,77.0
715190,4CCNA,48.0
715190,4DATA,60.0
715190,4DOKR,38.0
715190,4GDPR,59.0
715190,4KUBE,72.0
715190,4PENE,57.0
715190,4VIRT,39.0
715190,4CHGM,63.0
715190,4DVOP,48.0
715190,4MLSP,75.0
191597,4ARCH,46.0
191597,4CCNA,58.0
191597,4DATA,62.0
191597,4DOKR,61.0
191597,4GDPR,61.0
191597,4KUBE,58.0
191597,4PENE,46.0
191597,4VIRT,61.0
191597,4CHGM,70.0
191597,4DVOP,72.0
191597,4MLSP,35.0
975204,4ARCH,89.0
975204,4CCNA,64.0
975204,4DATA,62.0
975204,4DOKR,65.0
975204,4GDPR,62.0
975204,4KUBE,44.0
975204,4PENE,65.0
975204,4VIRT,51.0
975204,4CHGM,30.0
975204,4DVOP,69.0
975204,4MLSP,57.0
307237,4ARCH,53.0
307237,4CCNA,53.0
307237,4DATA,66.0
307237,4DOKR,67.0
307237,4GDPR,65.0
307237,4KUBE,82.0
307237,4PENE,68.0
307237,4VIRT,52.0
307237,4CHGM,74.0
307237,4DVOP,95.0
307237,4MLSP,48.0
275415,4ARCH,68.0
275415,4CCNA,78.0
275415,4DATA,88.0
275415,4DOKR,60.0
275415,4GDPR,72.0
275415,4KUBE,51.0
275415,4PENE,54.0
275415,4VIRT,78.0
275415,4CHGM,62.0
275415,4DVOP,64.0
275415,4MLSP,51.0
156361,4ARCH,73.0
156361,4CCNA,51.0
156361,4DATA,81.0
156361,4DOKR,50.0
156361,4GDPR,59.0
156361,4KUBE,77.0
156361,4PENE,52.0
156361,4VIRT,54.0
156361,4CHGM,68.0
156361,4DVOP,49.0
156361,4MLSP,67.0
214416,4ARCH,58.0
214416,4CCNA,70.0
214416,4DATA,58.0
214416,4DOKR,57.0
214416,4GDPR,59.0
214416,4KUBE,64.0
214416,4PENE,50.0
214416,4VIRT,36.0
214416,4CHGM,50.0
214416,4DVOP,49.0
214416,4MLSP,29.0
305630,4ARCH,51.0
305630,4CCNA,49.0
305630,4DATA,34.0
305630,4DOKR,69.0
305630,4GDPR,64.0
305630,4KUBE,38.0
305630,4PENE,66.0
305630,4VIRT,37.0
305630,4CHGM,58.0
305630,4DVOP,76.0
305630,4MLSP,40.0
133750,4ARCH,58.0
133750,4CCNA,30.0
133750,4DATA,54.0
133750,4DOKR,62.0
133750,4GDPR,67.0
133750,4KUBE,64.0
133750,4PENE,61.0
133750,4VIRT,35.0
133750,4CHGM,57.0
133750,4DVOP,51.0
133750,4MLSP,91.0
844303,4ARCH,49.0
844303,4CCNA,48.0
844303,4DATA,63.0
844303,4DOKR,38.0
844303,4GDPR,73.0
844303,4KUBE,68.0
844303,4PENE,73.0
844303,4VIRT,61.0
844303,4CHGM,57.0
844303,4DVOP,89.0
844303,4MLSP,45.0
419469,4ARCH,99.0
419469,4CCNA,69.0
419469,4DATA,63.0
419469,4DOKR,48.0
419469,4GDPR,63.0
419469,4KUBE,59.0
419469,4PENE,62.0
419469,4VIRT,82.0
419469,4CHGM,56.0
419469,4DVOP,44.0
419469,4MLSP,69.0
456446,4ARCH,63.0
456446,4CCNA,70.0
456446,4DATA,46.0
456446,4DOKR,31.0
456446,4GDPR,88.0
456446,4KUBE,51.0
456446,4PENE,61.0
456446,4VIRT,82.0
456446,4CHGM,66.0
456446,4DVOP,46.0
456446,4MLSP,42.0
683371,4ARCH,67.0
683371,4CCNA,39.0
683371,4DATA,34.0
683371,4DOKR,76.0
683371,4GDPR,38.0
683371,4KUBE,64.0
683371,4PENE,57.0
683371,4VIRT,79.0
683371,4CHGM,55.0
683371,4DVOP,77.0
683371,4MLSP,37.0
696897,4ARCH,48.0
696897,4CCNA,53.0
696897,4DATA,81.0
696897,4DOKR,41.0
696897,4GDPR,52.0
696897,4KUBE,62.0
696897,4PENE,41.0
696897,4VIRT,78.0
696897,4CHGM,56.0
696897,4DVOP,50.0
696897,4MLSP,86.0
310868,4ARCH,62.0
310868,4CCNA,57.0
310868,4DATA,65.0
310868,4DOKR,41.0
310868,4GDPR,62.0
310868,4KUBE,55.0
310868,4PENE,69.0
310868,4VIRT,79.0
310868,4CHGM,85.0
310868,4DVOP,62.0
310868,4MLSP,64.0
383531,4ARCH,55.0
383531,4CCNA,40.0
383531,4DATA,97.0
383531,4DOKR,53.0
383531,4GDPR,45.0
383531,4KUBE,58.0
383531,4PENE,78.0
383531,4VIRT,41.0
383531,4CHGM,75.0
383531,4DVOP,41.0
383531,4MLSP,25.0
872347,4ARCH,80.0
872347,4CCNA,32.0
872347,4DATA,67.0
872347,4DOKR,37.0
872347,4GDPR,71.0
872347,4KUBE,46.0
872347,4PENE,50.0
872347,4VIRT,59.0
872347,4CHGM,64.0
872347,4DVOP,63.0
872347,4MLSP,48.0
480908,4ARCH,36.0
480908,4CCNA,61.0
480908,4DATA,76.0
480908,4DOKR,61.0
480908,4GDPR,58.0
480908,4KUBE,44.0
480908,4PENE,32.0
480908,4VIRT,58.0
480908,4CHGM,63.0
480908,4DVOP,69.0
480908,4MLSP,70.0
224824,4ARCH,64.0
224824,4CCNA,34.0
224824,4DATA,56.0
224824,4DOKR,67.0
224824,4GDPR,32.0
224824,4KUBE,75.0
224824,4PENE,32.0
224824,4VIRT,61.0
224824,4CHGM,55.0
224824,4DVOP,39.0
224824,4MLSP,88.0
594594,4ARCH,66.0
594594,4CCNA,79.0
594594,4DATA,61.0
594594,4DOKR,64.0
594594,4GDPR,36.0
594594,4KUBE,59.0
594594,4PENE,49.0
594594,4VIRT,80.0
594594,4CHGM,34.0
594594,4DVOP,55.0
594594,4MLSP,56.0
679459,4ARCH,80.0
679459,4CCNA,43.0
679459,4DATA,57.0
679459,4DOKR,45.0
679459,4GDPR,49.0
679459,4KUBE,56.0
679459,4PENE,72.0
679459,4VIRT,70.0
679459,4CHGM,46.0
679459,4DVOP,55.0
679459,4MLSP,50.0
637753,4ARCH,81.0
637753,4CCNA,41.0
637753,4DATA,65.0
637753,4DOKR,78.0
637753,4GDPR,67.0
637753,4KUBE,85.0
637753,4PENE,41.0
637753,4VIRT,66.0
637753,4CHGM,79.0
637753,4DVOP,51.0
637753,4MLSP,66.0
359456,4ARCH,87.0
359456,4CCNA,43.0
359456,4DATA,68.0
359456,4DOKR,63.0
359456,4GDPR,72.0
359456,4KUBE,35.0
359456,4PENE,86.0
359456,4VIRT,79.0
359456,4CHGM,93.0
359456,4DVOP,47.0
359456,4MLSP,75.0
425244,4ARCH,69.0
425244,4CCNA,66.0
425244,4DATA,68.0
425244,4DOKR,72.0
425244,4GDPR,51.0
425244,4KUBE,38.0
425244,4PENE,52.0
425244,4VIRT,61.0
425244,4CHGM,56.0
425244,4DVOP,35.0
425244,4MLSP,40.0
447913,4ARCH,58.0
447913,4CCNA,78.0
447913,4DATA,53.0
447913,4DOKR,39.0
447913,4GDPR,86.0
447913,4KUBE,59.0
447913,4PENE,51.0
447913,4VIRT,47.0
447913,4CHGM,54.0
447913,4DVOP,40.0
447913,4MLSP,77.0
223152,4ARCH,74.0
223152,4CCNA,57.0
223152,4DATA,78.0
223152,4DOKR,84.0
223152,4GDPR,38.0
223152,4KUBE,63.0
223152,4PENE,69.0
223152,4VIRT,47.0
223152,4CHGM,28.0
223152,4DVOP,64.0
223152,4MLSP,74.0
830604,4ARCH,37.0
830604,4CCNA,63.0
830604,4DATA,50.0
830604,4DOKR,66.0
830604,4GDPR,69.0
830604,4KUBE,66.0
830604,4PENE,49.0
830604,4VIRT,74.0
830604,4CHGM,72.0
830604,4DVOP,52.0
830604,4MLSP,78.0
375735,4ARCH,66.0
375735,4CCNA,63.0
375735,4DATA,76.0
375735,4DOKR,68.0
375735,4GDPR,73.0
375735,4KUBE,57.0
375735,4PENE,66.0
375735,4VIRT,68.0
375735,4CHGM,47.0
375735,4DVOP,65.0
375735,4MLSP,69.0
971057,4ARCH,82.0
971057,4CCNA,54.0
971057,4DATA,42.0
971057,4DOKR,66.0
971057,4GDPR,71.0
971057,4KUBE,51.0
971057,4PENE,35.0
971057,4VIRT,51.0
971057,4CHGM,69.0
971057,4DVOP,49.0
971057,4MLSP,54.0
411227,4ARCH,52.0
411227,4CCNA,92.0
411227,4DATA,63.0
411227,4DOKR,32.0
411227,4GDPR,53.0
411227,4KUBE,55.0
411227,4PENE,71.0
411227,4VIRT,41.0
411227,4CHGM,52.0
411227,4DVOP,23.0
411227,4MLSP,42.0
793630,4ARCH,30.0
793630,4CCNA,72.0
793630,4DATA,61.0
793630,4DOKR,46.0
793630,4GDPR,45.0
793630,4KUBE,75.0
793630,4PENE,72.0
793630,4VIRT,73.0
793630,4CHGM,52.0
793630,4DVOP,94.0
793630,4MLSP,54.0
904092,4ARCH,58.0
904092,4CCNA,86.0
904092,4DATA,67.0
904092,4DOKR,57.0
904092,4GDPR,69.0
904092,4KUBE,49.0
904092,4PENE,62.0
904092,4VIRT,70.0
904092,4CHGM,69.0
904092,4DVOP,63.0
904092,4MLSP,54.0
584752,4ARCH,45.0
584752,4CCNA,60.0
584752,4DATA,37.0
584752,4DOKR,49.0
584752,4GDPR,56.0
584752,4KUBE,54.0
584752,4PENE,61.0
584752,4VIRT,56.0
584752,4CHGM,54.0
584752,4DVOP,47.0
584752,4MLSP,64.0
451794,4ARCH,59.0
451794,4CCNA,46.0
451794,4DATA,59.0
451794,4DOKR,77.0
451794,4GDPR,58.0
451794,4KUBE,47.0
451794,4PENE,45.0
451794,4VIRT,33.0
451794,4CHGM,34.0
451794,4DVOP,59.0
451794,4MLSP,61.0
625464,4ARCH,84.0
625464,4CCNA,66.0
625464,4DATA,75.0
625464,4DOKR,64.0
625464,4GDPR,51.0
625464,4KUBE,68.0
625464,4PENE,63.0
625464,4VIRT,53.0
625464,4CHGM,64.0
625464,4DVOP,62.0
625464,4MLSP,62.0
432137,4ARCH,44.0
432137,4CCNA,47.0
432137,4DATA,50.0
432137,4DOKR,87.0
432137,4GDPR,38.0
432137,4KUBE,53.0
432137,4PENE,83.0
432137,4VIRT,48.0
432137,4CHGM,55.0
432137,4DVOP,76.0
432137,4MLSP,48.0
666718,4ARCH,82.0
666718,4CCNA,71.0
666718,4DATA,74.0
666718,4DOKR,76.0
666718,4GDPR,87.0
666718,4KUBE,58.0
666718,4PENE,45.0
666718,4VIRT,57.0
666718,4CHGM,68.0
666718,4DVOP,47.0
666718,4MLSP,45.0
156905,4ARCH,59.0
156905,4CCNA,33.0
156905,4DATA,60.0
156905,4DOKR,71.0
156905,4GDPR,70.0
156905,4KUBE,81.0
156905,4PENE,77.0
156905,4VIRT,56.0
156905,4CHGM,65.0
156905,4DVOP,63.0
156905,4MLSP,62.0
554542,4ARCH,59.0
554542,4CCNA,43.0
554542,4DATA,67.0
554542,4DOKR,69.0
554542,4GDPR,53.0
554542,4KUBE,70.0
554542,4PENE,64.0
554542,4VIRT,57.0
554542,4CHGM,52.0
554542,4DVOP,54.0
554542,4MLSP,51.0
248753,4ARCH,44.0
248753,4CCNA,62.0
248753,4DATA,62.0
248753,4DOKR,55.0
248753,4GDPR,65.0
248753,4KUBE,66.0
248753,4PENE,60.0
248753,4VIRT,58.0
248753,4CHGM,83.0
248753,4DVOP,49.0
248753,4MLSP,59.0
728935,4ARCH,71.0
728935,4CCNA,90.0
728935,4DATA,77.0
728935,4DOKR,47.0
728935,4GDPR,54.0
728935,4KUBE,51.0
728935,4PENE,89.0
728935,4VIRT,83.0
728935,4CHGM,57.0
728935,4DVOP,95.0
728935,4MLSP,58.0
276439,4ARCH,70.0
276439,4CCNA,62.0
276439,4DATA,71.0
276439,4DOKR,48.0
276439,4GDPR,31.0
276439,4KUBE,47.0
276439,4PENE,56.0
276439,4VIRT,60.0
276439,4CHGM,71.0
276439,4DVOP,28.0
276439,4MLSP,61.0
816059,4ARCH,82.0
816059,4CCNA,51.0
816059,4DATA,51.0
816059,4DOKR,71.0
816059,4GDPR,60.0
816059,4KUBE,60.0
816059,4PENE,59.0
816059,4VIRT,40.0
816059,4CHGM,54.0
816059,4DVOP,61.0
816059,4MLSP,58.0
395610,4ARCH,79.0
395610,4CCNA,91.0
395610,4DATA,44.0
395610,4DOKR,44.0
395610,4GDPR,42.0
395610,4KUBE,48.0
395610,4PENE,66.0
395610,4VIRT,40.0
395610,4CHGM,53.0
395610,4DVOP,44.0
395610,4MLSP,58.0
621986,4ARCH,62.0
621986,4CCNA,86.0
621986,4DATA,71.0
621986,4DOKR,70.0
621986,4GDPR,84.0
621986,4KUBE,80.0
621986,4PENE,58.0
621986,4VIRT,78.0
621986,4CHGM,57.0
621986,4DVOP,69.0
621986,4MLSP,69.0
204179,4ARCH,47.0
204179,4CCNA,62.0
204179,4DATA,86.0
204179,4DOKR,38.0
204179,4GDPR,31.0
204179,4KUBE,65.0
204179,4PENE,57.0
204179,4VIRT,44.0
204179,4CHGM,55.0
204179,4DVOP,43.0
204179,4MLSP,61.0
403665,4ARCH,70.0
403665,4CCNA,31.0
403665,4DATA,73.0
403665,4DOKR,52.0
403665,4GDPR,70.0
403665,4KUBE,60.0
403665,4PENE,75.0
403665,4VIRT,70.0
403665,4CHGM,64.0
403665,4DVOP,74.0
403665,4MLSP,43.0
322142,4ARCH,49.0
322142,4CCNA,63.0
322142,4DATA,26.0
322142,4DOKR,85.0
322142,4GDPR,78.0
322142,4KUBE,51.0
322142,4PENE,50.0
322142,4VIRT,51.0
322142,4CHGM,77.0
322142,4DVOP,54.0
322142,4MLSP,41.0
140928,4ARCH,53.0
140928,4CCNA,54.0
140928,4DATA,53.0
140928,4DOKR,59.0
140928,4GDPR,88.0
140928,4KUBE,61.0
140928,4PENE,64.0
140928,4VIRT,47.0
140928,4CHGM,49.0
140928,4DVOP,76.0
140928,4MLSP,47.0
652289,4ARCH,73.0
652289,4CCNA,58.0
652289,4DATA,72.0
652289,4DOKR,62.0
652289,4GDPR,66.0
652289,4KUBE,74.0
652289,4PENE,64.0
652289,4VIRT,74.0
652289,4CHGM,38.0
652289,4DVOP,65.0
652289,4MLSP,67.0
166435,4ARCH,78.0
166435,4CCNA,76.0
166435,4DATA,59.0
166435,4DOKR,80.0
166435,4GDPR,47.0
166435,4KUBE,81.0
166435,4PENE,34.0
166435,4VIRT,74.0
166435,4CHGM,52.0
166435,4DVOP,69.0
166435,4MLSP,44.0
715946,4ARCH,70.0
715946,4CCNA,82.0
715946,4DATA,31.0
715946,4DOKR,68.0
715946,4GDPR,93.0
715946,4KUBE,67.0
715946,4PENE,64.0
715946,4VIRT,76.0
715946,4CHGM,53.0
715946,4DVOP,59.0
715946,4MLSP,86.0
859419,4ARCH,75.0
859419,4CCNA,76.0
859419,4DATA,67.0
859419,4DOKR,62.0
859419,4GDPR,70.0
859419,4KUBE,76.0
859419,4PENE,56.0
859419,4VIRT,54.0
859419,4CHGM,51.0
859419,4DVOP,85.0
859419,4MLSP,50.0
221244,4ARCH,47.0
221244,4CCNA,40.0
221244,4DATA,72.0
221244,4DOKR,80.0
221244,4GDPR,50.0
221244,4KUBE,65.0
221244,4PENE,61.0
221244,4VIRT,49.0
221244,4CHGM,81.0
221244,4DVOP,50.0
221244,4MLSP,74.0
607581,4ARCH,63.0
607581,4CCNA,54.0
607581,4DATA,69.0
607581,4DOKR,55.0
607581,4GDPR,83.0
607581,4KUBE,60.0
607581,4PENE,71.0
607581,4VIRT,76.0
607581,4CHGM,79.0
607581,4DVOP,44.0
607581,4MLSP,57.0
485561,4ARCH,48.0
485561,4CCNA,73.0
485561,4DATA,66.0
485561,4DOKR,29.0
485561,4GDPR,52.0
485561,4KUBE,54.0
485561,4PENE,61.0
485561,4VIRT,56.0
485561,4CHGM,67.0
485561,4DVOP,81.0
485561,4MLSP,69.0
895688,4ARCH,79.0
895688,4CCNA,54.0
895688,4DATA,67.0
895688,4DOKR,60.0
895688,4GDPR,83.0
895688,4KUBE,56.0
895688,4PENE,61.0
895688,4VIRT,56.0
895688,4CHGM,63.0
895688,4DVOP,83.0
895688,4MLSP,66.0
958184,4ARCH,42.0
958184,4CCNA,63.0
958184,4DATA,68.0
958184,4DOKR,45.0
958184,4GDPR,44.0
958184,4KUBE,63.0
958184,4PENE,82.0
958184,4VIRT,52.0
958184,4CHGM,76.0
958184,4DVOP,89.0
958184,4MLSP,91.0
887382,4ARCH,67.0
887382,4CCNA,59.0
887382,4DATA,71.0
887382,4DOKR,40.0
887382,4GDPR,40.0
887382,4KUBE,56.0
887382,4PENE,39.0
887382,4VIRT,59.0
887382,4CHGM,50.0
887382,4DVOP,63.0
887382,4MLSP,37.0
372183,4ARCH,80.0
372183,4CCNA,64.0
372183,4DATA,43.0
372183,4DOKR,66.0
372183,4GDPR,71.0
372183,4KUBE,73.0
372183,4PENE,81.0
372183,4VIRT,64.0
372183,4CHGM,44.0
372183,4DVOP,27.0
372183,4MLSP,57.0
141799,4ARCH,94.0
141799,4CCNA,78.0
141799,4DATA,59.0
141799,4DOKR,49.0
141799,4GDPR,73.0
141799,4KUBE,77.0
141799,4PENE,51.0
141799,4VIRT,76.0
141799,4CHGM,60.0
141799,4DVOP,53.0
141799,4MLSP,49.0
997322,4ARCH,87.0
997322,4CCNA,43.0
997322,4DATA,53.0
997322,4DOKR,50.0
997322,4GDPR,64.0
997322,4KUBE,89.0
997322,4PENE,82.0
997322,4VIRT,66.0
997322,4CHGM,78.0
997322,4DVOP,51.0
997322,4MLSP,77.0
632553,4ARCH,82.0
632553,4CCNA,56.0
632553,4DATA,67.0
632553,4DOKR,73.0
632553,4GDPR,85.0
632553,4KUBE,67.0
632553,4PENE,67.0
632553,4VIRT,68.0
632553,4CHGM,67.0
632553,4DVOP,42.0
632553,4MLSP,54.0
734178,4ARCH,73.0
734178,4CCNA,40.0
734178,4DATA,95.0
734178,4DOKR,65.0
734178,4GDPR,49.0
734178,4KUBE,69.0
734178,4PENE,32.0
734178,4VIRT,51.0
734178,4CHGM,82.0
734178,4DVOP,35.0
734178,4MLSP,55.0
282736,4ARCH,45.0
282736,4CCNA,51.0
282736,4DATA,69.0
282736,4DOKR,37.0
282736,4GDPR,66.0
282736,4KUBE,48.0
282736,4PENE,78.0
282736,4VIRT,40.0
282736,4CHGM,58.0
282736,4DVOP,41.0
282736,4MLSP,82.0
155445,4ARCH,79.0
155445,4CCNA,83.0
155445,4DATA,85.0
155445,4DOKR,43.0
155445,4GDPR,69.0
155445,4KUBE,45.0
155445,4PENE,58.0
155445,4VIRT,63.0
155445,4CHGM,65.0
155445,4DVOP,39.0
155445,4MLSP,62.0
244620,4ARCH,91.0
244620,4CCNA,30.0
244620,4DATA,68.0
244620,4DOKR,55.0
244620,4GDPR,59.0
244620,4KUBE,53.0
244620,4PENE,65.0
244620,4VIRT,79.0
244620,4CHGM,73.0
244620,4DVOP,68.0
244620,4MLSP,43.0
280443,4ARCH,66.0
280443,4CCNA,85.0
280443,4DATA,32.0
280443,4DOKR,95.0
280443,4GDPR,60.0
280443,4KUBE,74.0
280443,4PENE,82.0
280443,4VIRT,71.0
280443,4CHGM,44.0
280443,4DVOP,73.0
280443,4MLSP,45.0
903182,4ARCH,55.0
903182,4CCNA,45.0
903182,4DATA,54.0
903182,4DOKR,53.0
903182,4GDPR,67.0
903182,4KUBE,65.0
903182,4PENE,50.0
903182,4VIRT,74.0
903182,4CHGM,60.0
903182,4DVOP,46.0
903182,4MLSP,56.0
560290,4ARCH,69.0
560290,4CCNA,59.0
560290,4DATA,61.0
560290,4DOKR,63.0
560290,4GDPR,26.0
560290,4KUBE,62.0
560290,4PENE,83.0
560290,4VIRT,76.0
560290,4CHGM,56.0
560290,4DVOP,57.0
560290,4MLSP,55.0
539727,4ARCH,92.0
539727,4CCNA,54.0
539727,4DATA,58.0
539727,4DOKR,66.0
539727,4GDPR,37.0
539727,4KUBE,63.0
539727,4PENE,64.0
539727,4VIRT,58.0
539727,4CHGM,56.0
539727,4DVOP,51.0
539727,4MLSP,55.0
758616,4ARCH,84.0
758616,4CCNA,45.0
758616,4DATA,83.0
758616,4DOKR,69.0
758616,4GDPR,68.0
758616,4KUBE,54.0
758616,4PENE,72.0
758616,4VIRT,77.0
758616,4CHGM,61.0
758616,4DVOP,66.0
758616,4MLSP,45.0
269023,4ARCH,74.0
269023,4CCNA,80.0
269023,4DATA,58.0
269023,4DOKR,50.0
269023,4GDPR,75.0
269023,4KUBE,58.0
269023,4PENE,35.0
269023,4VIRT,40.0
269023,4CHGM,64.0
269023,4DVOP,57.0
269023,4MLSP,68.0
643496,4ARCH,42.0
643496,4CCNA,53.0
643496,4DATA,62.0
643496,4DOKR,66.0
643496,4GDPR,44.0
643496,4KUBE,66.0
643496,4PENE,38.0
643496,4VIRT,71.0
643496,4CHGM,61.0
643496,4DVOP,81.0
643496,4MLSP,49.0
331839,4ARCH,41.0
331839,4CCNA,49.0
331839,4DATA,71.0
331839,4DOKR,49.0
331839,4GDPR,56.0
331839,4KUBE,59.0
331839,4PENE,45.0
331839,4VIRT,39.0
331839,4CHGM,73.0
331839,4DVOP,38.0
331839,4MLSP,67.0
260748,4ARCH,77.0
260748,4CCNA,46.0
260748,4DATA,30.0
260748,4DOKR,77.0
260748,4GDPR,81.0
260748,4KUBE,50.0
260748,4PENE,67.0
260748,4VIRT,55.0
260748,4CHGM,78.0
260748,4DVOP,89.0
260748,4MLSP,76.0
960130,4ARCH,67.0
